  0.0000000E+00  -6.130730    
  2.0000000E-02  -6.125473    
  3.9999999E-02  -6.109717    
  5.9999999E-02  -6.083479    
  7.9999998E-02  -6.046803    
  0.1000000      -5.999760    
  0.1200000      -5.942435    
  0.1400000      -5.874937    
  0.1600000      -5.797421    
  0.1800000      -5.710064    
  0.2000000      -5.613101    
  0.2200000      -5.506810    
  0.2400000      -5.391561    
  0.2600000      -5.267827    
  0.2800000      -5.136193    
  0.3000000      -4.997461    
  0.3200000      -4.852663    
  0.3400000      -4.703218    
  0.3600000      -4.551041    
  0.3800000      -4.398791    
  0.4000000      -4.250172    
  0.4200000      -4.110337    
  0.4400000      -3.986236    
  0.4600000      -3.886680    
  0.4800000      -3.821397    
  0.5000000      -3.798549    
  0.9804165      -6.123721    
   1.000417      -6.111463    
   1.020416      -6.088715    
   1.040416      -6.055515    
   1.060416      -6.011924    
   1.080416      -5.958018    
   1.100416      -5.893905    
   1.120416      -5.819718    
   1.140416      -5.735623    
   1.160416      -5.641840    
   1.180416      -5.538629    
   1.200416      -5.426328    
   1.220416      -5.305370    
   1.240416      -5.176301    
   1.260416      -5.039842    
   1.280416      -4.896936    
   1.300416      -4.748862    
   1.320416      -4.597344    
   1.340416      -4.444763    
   1.360416      -4.294435    
   1.380416      -4.150978    
   1.400416      -4.020720    
   1.420416      -3.911891    
   1.440416      -3.834115    
   1.460416      -3.796443    
   2.440416      -3.804108    
   2.460416      -3.855997    
   2.480416      -3.945218    
   2.500416      -4.062218    
   2.520416      -4.197700    
   2.540416      -4.344058    
   2.560416      -4.495577    
   2.580416      -4.648119    
   2.600416      -4.798716    
   2.620416      -4.945230    
   2.640416      -5.086112    
   2.660416      -5.220198    
   2.680416      -5.346634    
   2.700416      -5.464759    
   2.720416      -5.574072    
   2.740416      -5.674172    
   2.760416      -5.764752    
   2.780416      -5.845564    
   2.800416      -5.916411    
   2.820416      -5.977132    
   2.840416      -6.027609    
   2.860416      -6.067743    
   2.880416      -6.097465    
   2.900416      -6.116716    
   2.963661      -6.102705    
   2.983661      -6.083452    
   3.003661      -6.053736    
   3.023661      -6.013604    
   3.043661      -5.963138    
   3.063661      -5.902427    
   3.083661      -5.831597    
   3.103661      -5.750804    
   3.123661      -5.660242    
   3.143661      -5.560162    
   3.163661      -5.450873    
   3.183661      -5.332768    
   3.203661      -5.206355    
   3.223661      -5.072287    
   3.243661      -4.931427    
   3.263661      -4.784925    
   3.283661      -4.634333    
   3.303661      -4.481786    
   3.323661      -4.330248    
   3.343661      -4.183856    
   3.363661      -4.048328    
   3.383661      -3.931273    
   3.403661      -3.842000    
   3.423661      -3.790088    
   4.403661      -3.782438    
   4.423661      -3.820172    
   4.443661      -3.898033    
   4.463661      -4.006947    
   4.483661      -4.137275    
   4.503661      -4.280779    
   4.523661      -4.431130    
   4.543661      -4.583717    
   4.563661      -4.735229    
   4.583661      -4.883283    
   4.603661      -5.026164    
   4.623661      -5.162595    
   4.643661      -5.291633    
   4.663661      -5.412562    
   4.683661      -5.524829    
   4.703660      -5.628008    
   4.723660      -5.721763    
   4.743660      -5.805829    
   4.763660      -5.879993    
   4.783660      -5.944082    
   4.803660      -5.997965    
   4.823660      -6.041540    
   4.843660      -6.074726    
   4.945641      -6.067690    
   4.965641      -6.041457    
   4.985641      -6.004800    
   5.005641      -5.957783    
   5.025640      -5.900491    
   5.045640      -5.833042    
   5.065640      -5.755576    
   5.085640      -5.668275    
   5.105640      -5.571370    
   5.125640      -5.465145    
   5.145640      -5.349963    
   5.165640      -5.226289    
   5.185640      -5.094724    
   5.205640      -4.956044    
   5.225640      -4.811295    
   5.245640      -4.661877    
   5.265640      -4.509695    
   5.285640      -4.357406    
   5.305640      -4.208706    
   5.325640      -4.068741    
   5.345640      -3.944475    
   5.365640      -3.844757    
   5.385640      -3.779363    
   6.365640      -3.756524    
   6.385640      -3.779523    
   6.405640      -3.845048    
   6.425640      -3.944865    
   6.445640      -4.069193    
   6.465640      -4.209192    
   6.485640      -4.357903    
   6.505640      -4.510189    
   6.525640      -4.662354    
   6.545640      -4.811752    
   6.565640      -4.956477    
   6.585640      -5.095129    
   6.605640      -5.226664    
   6.625640      -5.350311    
   6.645640      -5.465464    
   6.665640      -5.571657    
   6.685640      -5.668534    
   6.705640      -5.755805    
   6.725640      -5.833244    
   6.745640      -5.900664    
   6.765640      -5.957925    
   6.785640      -6.004914    
   6.927061      -6.018706    
   6.947061      -5.985524    
   6.967061      -5.941961    
   6.987061      -5.888099    
   7.007061      -5.824045    
   7.027061      -5.749929    
   7.047061      -5.665920    
   7.067061      -5.572228    
   7.087061      -5.469115    
   7.107061      -5.356918    
   7.127061      -5.236062    
   7.147061      -5.107096    
   7.167061      -4.970729    
   7.187061      -4.827899    
   7.207061      -4.679871    
   7.227061      -4.528362    
   7.247061      -4.375736    
   7.267061      -4.225298    
   7.287061      -4.081660    
   7.307061      -3.951154    
   7.327061      -3.842065    
   7.347061      -3.764101    
   8.327061      -3.726420    
   8.347061      -3.734318    
